Sample	Gene	Identity(%)	Coverage	Subject	AlignLen
GCA_001721205.1_GCA_001721205.1_ASM172120v1_genomic_hits	eae	100.0	1.0	CP014670.1	91
GCA_001721205.1_GCA_001721205.1_ASM172120v1_genomic_hits	espN	100.0	1.0	CP014670.1	181
GCA_001721205.1_GCA_001721205.1_ASM172120v1_genomic_hits	espV	98.88	1.0	CP014670.1	178
GCA_001721205.1_GCA_001721205.1_ASM172120v1_genomic_hits	stx2	100.0	1.0	CP014670.1	83
GCA_001721205.1_GCA_001721205.1_ASM172120v1_genomic_hits	ureD	99.47	1.0	CP014670.1	188
GCA_001721225.1_GCA_001721225.1_ASM172122v1_genomic_hits	eae	100.0	1.0	CP014583.1	91
GCA_001721225.1_GCA_001721225.1_ASM172122v1_genomic_hits	espN	100.0	1.0	CP014583.1	181
GCA_001721225.1_GCA_001721225.1_ASM172122v1_genomic_hits	espV	98.88	1.0	CP014583.1	178
GCA_001721225.1_GCA_001721225.1_ASM172122v1_genomic_hits	stx2	100.0	1.0	CP014583.1	83
GCA_001721225.1_GCA_001721225.1_ASM172122v1_genomic_hits	ureD	99.47	1.0	CP014583.1	188
GCA_001753445.1_GCA_001753445.1_ASM175344v1_genomic_hits	Z2098	100.0	1.0	CP017434.1	200
GCA_001753445.1_GCA_001753445.1_ASM175344v1_genomic_hits	eae	100.0	1.0	CP017434.1	91
GCA_001753445.1_GCA_001753445.1_ASM175344v1_genomic_hits	espK	100.0	1.0	CP017434.1	176
GCA_001753445.1_GCA_001753445.1_ASM175344v1_genomic_hits	espN	100.0	1.0	CP017434.1	181
GCA_001753445.1_GCA_001753445.1_ASM175344v1_genomic_hits	espV	100.0	1.0	CP017434.1	178
GCA_001753445.1_GCA_001753445.1_ASM175344v1_genomic_hits	stx2	100.0	1.0	CP017434.1	83
GCA_001753445.1_GCA_001753445.1_ASM175344v1_genomic_hits	ureD	100.0	1.0	CP017434.1	188
GCA_001753465.1_GCA_001753465.1_ASM175346v1_genomic_hits	Z2098	100.0	1.0	CP017436.1	200
GCA_001753465.1_GCA_001753465.1_ASM175346v1_genomic_hits	eae	100.0	1.0	CP017436.1	91
GCA_001753465.1_GCA_001753465.1_ASM175346v1_genomic_hits	espK	100.0	1.0	CP017436.1	176
GCA_001753465.1_GCA_001753465.1_ASM175346v1_genomic_hits	espN	100.0	1.0	CP017436.1	181
GCA_001753465.1_GCA_001753465.1_ASM175346v1_genomic_hits	espV	100.0	1.0	CP017436.1	178
GCA_001753465.1_GCA_001753465.1_ASM175346v1_genomic_hits	stx2	100.0	1.0	CP017436.1	83
GCA_001753465.1_GCA_001753465.1_ASM175346v1_genomic_hits	ureD	100.0	1.0	CP017436.1	188
GCA_001753485.1_GCA_001753485.1_ASM175348v1_genomic_hits	Z2098	100.0	1.0	CP017444.1	200
GCA_001753485.1_GCA_001753485.1_ASM175348v1_genomic_hits	eae	100.0	1.0	CP017444.1	91
GCA_001753485.1_GCA_001753485.1_ASM175348v1_genomic_hits	espK	100.0	1.0	CP017444.1	176
GCA_001753485.1_GCA_001753485.1_ASM175348v1_genomic_hits	espN	100.0	1.0	CP017444.1	181
GCA_001753485.1_GCA_001753485.1_ASM175348v1_genomic_hits	espV	100.0	1.0	CP017444.1	178
GCA_001753485.1_GCA_001753485.1_ASM175348v1_genomic_hits	stx1	100.0	1.0	CP017444.1	112
GCA_001753485.1_GCA_001753485.1_ASM175348v1_genomic_hits	stx2	100.0	1.0	CP017444.1	83
GCA_001753485.1_GCA_001753485.1_ASM175348v1_genomic_hits	ureD	100.0	1.0	CP017444.1	188
GCA_001753505.1_GCA_001753505.1_ASM175350v1_genomic_hits	Z2098	100.0	1.0	CP017438.1	200
GCA_001753505.1_GCA_001753505.1_ASM175350v1_genomic_hits	eae	100.0	1.0	CP017438.1	91
GCA_001753505.1_GCA_001753505.1_ASM175350v1_genomic_hits	espK	100.0	1.0	CP017438.1	176
GCA_001753505.1_GCA_001753505.1_ASM175350v1_genomic_hits	espN	100.0	1.0	CP017438.1	181
GCA_001753505.1_GCA_001753505.1_ASM175350v1_genomic_hits	espV	100.0	1.0	CP017438.1	178
GCA_001753505.1_GCA_001753505.1_ASM175350v1_genomic_hits	stx2	100.0	1.0	CP017438.1	83
GCA_001753505.1_GCA_001753505.1_ASM175350v1_genomic_hits	ureD	100.0	1.0	CP017438.1	188
GCA_001753525.1_GCA_001753525.1_ASM175352v1_genomic_hits	Z2098	100.0	1.0	CP017446.1	200
GCA_001753525.1_GCA_001753525.1_ASM175352v1_genomic_hits	eae	100.0	1.0	CP017446.1	91
GCA_001753525.1_GCA_001753525.1_ASM175352v1_genomic_hits	espK	100.0	1.0	CP017446.1	176
GCA_001753525.1_GCA_001753525.1_ASM175352v1_genomic_hits	espN	100.0	1.0	CP017446.1	181
GCA_001753525.1_GCA_001753525.1_ASM175352v1_genomic_hits	espV	100.0	1.0	CP017446.1	178
GCA_001753525.1_GCA_001753525.1_ASM175352v1_genomic_hits	stx2	100.0	1.0	CP017446.1	83
GCA_001753525.1_GCA_001753525.1_ASM175352v1_genomic_hits	ureD	100.0	1.0	CP017446.1	188
GCA_001753545.1_GCA_001753545.1_ASM175354v1_genomic_hits	Z2098	100.0	1.0	CP017440.1	200
GCA_001753545.1_GCA_001753545.1_ASM175354v1_genomic_hits	eae	100.0	1.0	CP017440.1	91
GCA_001753545.1_GCA_001753545.1_ASM175354v1_genomic_hits	espK	100.0	1.0	CP017440.1	176
GCA_001753545.1_GCA_001753545.1_ASM175354v1_genomic_hits	espN	100.0	1.0	CP017440.1	181
GCA_001753545.1_GCA_001753545.1_ASM175354v1_genomic_hits	espV	100.0	1.0	CP017440.1	178
GCA_001753545.1_GCA_001753545.1_ASM175354v1_genomic_hits	stx1	100.0	1.0	CP017440.1	112
GCA_001753545.1_GCA_001753545.1_ASM175354v1_genomic_hits	stx2	100.0	1.0	CP017440.1	83
GCA_001753545.1_GCA_001753545.1_ASM175354v1_genomic_hits	ureD	100.0	1.0	CP017440.1	188
GCA_001753565.1_GCA_001753565.1_ASM175356v1_genomic_hits	Z2098	100.0	1.0	CP017442.1	200
GCA_001753565.1_GCA_001753565.1_ASM175356v1_genomic_hits	eae	100.0	1.0	CP017442.1	91
GCA_001753565.1_GCA_001753565.1_ASM175356v1_genomic_hits	espK	100.0	1.0	CP017442.1	176
GCA_001753565.1_GCA_001753565.1_ASM175356v1_genomic_hits	espN	100.0	1.0	CP017442.1	181
GCA_001753565.1_GCA_001753565.1_ASM175356v1_genomic_hits	espV	100.0	1.0	CP017442.1	178
GCA_001753565.1_GCA_001753565.1_ASM175356v1_genomic_hits	stx2	100.0	1.0	CP017442.1	83
GCA_001753565.1_GCA_001753565.1_ASM175356v1_genomic_hits	ureD	100.0	1.0	CP017442.1	188
GCA_001806265.1_GCA_001806265.1_ASM180626v1_genomic_hits	Z2098	100.0	1.0	CP017249.1	200
GCA_001806265.1_GCA_001806265.1_ASM180626v1_genomic_hits	eae	100.0	1.0	CP017249.1	91
GCA_001806265.1_GCA_001806265.1_ASM180626v1_genomic_hits	espK	100.0	1.0	CP017249.1	176
GCA_001806265.1_GCA_001806265.1_ASM180626v1_genomic_hits	espN	100.0	1.0	CP017249.1	181
GCA_001806265.1_GCA_001806265.1_ASM180626v1_genomic_hits	espV	100.0	1.0	CP017249.1	178
GCA_001806265.1_GCA_001806265.1_ASM180626v1_genomic_hits	stx2	100.0	1.0	CP017249.1	83
GCA_001806265.1_GCA_001806265.1_ASM180626v1_genomic_hits	ureD	100.0	1.0	CP017249.1	188
GCA_001806285.1_GCA_001806285.1_ASM180628v1_genomic_hits	Z2098	100.0	1.0	CP017251.1	200
GCA_001806285.1_GCA_001806285.1_ASM180628v1_genomic_hits	eae	100.0	1.0	CP017251.1	91
GCA_001806285.1_GCA_001806285.1_ASM180628v1_genomic_hits	espK	100.0	1.0	CP017251.1	176
GCA_001806285.1_GCA_001806285.1_ASM180628v1_genomic_hits	espN	100.0	1.0	CP017251.1	181
GCA_001806285.1_GCA_001806285.1_ASM180628v1_genomic_hits	espV	100.0	1.0	CP017251.1	178
GCA_001806285.1_GCA_001806285.1_ASM180628v1_genomic_hits	stx2	100.0	1.0	CP017251.1	83
GCA_001806285.1_GCA_001806285.1_ASM180628v1_genomic_hits	ureD	100.0	1.0	CP017251.1	188
GCA_001865295.1_GCA_001865295.1_ASM186529v1_genomic_hits	Z2098	100.0	1.0	CP017669.1	200
GCA_001865295.1_GCA_001865295.1_ASM186529v1_genomic_hits	eae	100.0	1.0	CP017669.1	91
GCA_001865295.1_GCA_001865295.1_ASM186529v1_genomic_hits	espK	100.0	1.0	CP017669.1	176
GCA_001865295.1_GCA_001865295.1_ASM186529v1_genomic_hits	espN	100.0	1.0	CP017669.1	181
GCA_001865295.1_GCA_001865295.1_ASM186529v1_genomic_hits	espV	100.0	1.0	CP017669.1	178
GCA_001865295.1_GCA_001865295.1_ASM186529v1_genomic_hits	stx1	100.0	1.0	CP017669.1	112
GCA_001865295.1_GCA_001865295.1_ASM186529v1_genomic_hits	stx2	100.0	1.0	CP017669.1	83
GCA_001865295.1_GCA_001865295.1_ASM186529v1_genomic_hits	ureD	100.0	1.0	CP017669.1	188
GCA_001886895.1_GCA_001886895.1_ASM188689v1_genomic_hits	aggR	100.0	1.0	CP013186.1	107
GCA_001886895.1_GCA_001886895.1_ASM188689v1_genomic_hits	stx2	100.0	1.0	CP013185.1	83
GCA_001886935.1_GCA_001886935.1_ASM188693v1_genomic_hits	stx2	100.0	1.0	CP016628.1	83
GCA_001890205.1_GCA_001890205.1_ASM189020v1_genomic_hits	Z2098	100.0	1.0	CP018237.1	200
GCA_001890205.1_GCA_001890205.1_ASM189020v1_genomic_hits	eae	100.0	1.0	CP018237.1	91
GCA_001890205.1_GCA_001890205.1_ASM189020v1_genomic_hits	espK	100.0	1.0	CP018237.1	176
GCA_001890205.1_GCA_001890205.1_ASM189020v1_genomic_hits	espN	100.0	1.0	CP018237.1	181
GCA_001890205.1_GCA_001890205.1_ASM189020v1_genomic_hits	espV	100.0	1.0	CP018237.1	178
GCA_001890205.1_GCA_001890205.1_ASM189020v1_genomic_hits	stx2	100.0	1.0	CP018237.1	83
GCA_001890205.1_GCA_001890205.1_ASM189020v1_genomic_hits	ureD	100.0	1.0	CP018237.1	188
GCA_001890225.1_GCA_001890225.1_ASM189022v1_genomic_hits	Z2098	100.0	1.0	CP018239.1	200
GCA_001890225.1_GCA_001890225.1_ASM189022v1_genomic_hits	eae	100.0	1.0	CP018239.1	91
GCA_001890225.1_GCA_001890225.1_ASM189022v1_genomic_hits	espK	100.0	1.0	CP018239.1	176
GCA_001890225.1_GCA_001890225.1_ASM189022v1_genomic_hits	espN	100.0	1.0	CP018239.1	181
GCA_001890225.1_GCA_001890225.1_ASM189022v1_genomic_hits	espV	100.0	1.0	CP018239.1	178
GCA_001890225.1_GCA_001890225.1_ASM189022v1_genomic_hits	stx2	100.0	1.0	CP018239.1	83
GCA_001890225.1_GCA_001890225.1_ASM189022v1_genomic_hits	ureD	100.0	1.0	CP018239.1	188
GCA_001890245.1_GCA_001890245.1_ASM189024v1_genomic_hits	Z2098	100.0	1.0	CP018245.1	200
GCA_001890245.1_GCA_001890245.1_ASM189024v1_genomic_hits	eae	100.0	1.0	CP018245.1	91
GCA_001890245.1_GCA_001890245.1_ASM189024v1_genomic_hits	espK	100.0	1.0	CP018245.1	176
GCA_001890245.1_GCA_001890245.1_ASM189024v1_genomic_hits	espN	100.0	1.0	CP018245.1	181
GCA_001890245.1_GCA_001890245.1_ASM189024v1_genomic_hits	espV	100.0	1.0	CP018245.1	178
GCA_001890245.1_GCA_001890245.1_ASM189024v1_genomic_hits	stx1	100.0	1.0	CP018245.1	112
GCA_001890245.1_GCA_001890245.1_ASM189024v1_genomic_hits	stx2	100.0	1.0	CP018245.1	83
GCA_001890245.1_GCA_001890245.1_ASM189024v1_genomic_hits	ureD	100.0	1.0	CP018245.1	188
GCA_001890265.1_GCA_001890265.1_ASM189026v1_genomic_hits	Z2098	100.0	1.0	CP018243.1	200
GCA_001890265.1_GCA_001890265.1_ASM189026v1_genomic_hits	eae	100.0	1.0	CP018243.1	91
GCA_001890265.1_GCA_001890265.1_ASM189026v1_genomic_hits	espK	100.0	1.0	CP018243.1	176
GCA_001890265.1_GCA_001890265.1_ASM189026v1_genomic_hits	espN	100.0	1.0	CP018243.1	181
GCA_001890265.1_GCA_001890265.1_ASM189026v1_genomic_hits	espV	100.0	1.0	CP018243.1	178
GCA_001890265.1_GCA_001890265.1_ASM189026v1_genomic_hits	stx1	100.0	1.0	CP018243.1	112
GCA_001890265.1_GCA_001890265.1_ASM189026v1_genomic_hits	stx2	100.0	1.0	CP018243.1	83
GCA_001890265.1_GCA_001890265.1_ASM189026v1_genomic_hits	ureD	100.0	1.0	CP018243.1	188
GCA_001890285.2_GCA_001890285.2_ASM189028v2_genomic_hits	Z2098	100.0	1.0	CP018252.2	200
GCA_001890285.2_GCA_001890285.2_ASM189028v2_genomic_hits	eae	100.0	1.0	CP018252.2	91
GCA_001890285.2_GCA_001890285.2_ASM189028v2_genomic_hits	espK	100.0	1.0	CP018252.2	176
GCA_001890285.2_GCA_001890285.2_ASM189028v2_genomic_hits	espN	100.0	1.0	CP018252.2	181
GCA_001890285.2_GCA_001890285.2_ASM189028v2_genomic_hits	espV	100.0	1.0	CP018252.2	178
GCA_001890285.2_GCA_001890285.2_ASM189028v2_genomic_hits	stx2	100.0	1.0	CP018252.2	83
GCA_001890285.2_GCA_001890285.2_ASM189028v2_genomic_hits	ureD	100.0	1.0	CP018252.2	188
GCA_001890305.1_GCA_001890305.1_ASM189030v1_genomic_hits	Z2098	100.0	1.0	CP018247.1	200
GCA_001890305.1_GCA_001890305.1_ASM189030v1_genomic_hits	eae	100.0	1.0	CP018247.1	91
GCA_001890305.1_GCA_001890305.1_ASM189030v1_genomic_hits	espK	99.43	1.0	CP018247.1	176
GCA_001890305.1_GCA_001890305.1_ASM189030v1_genomic_hits	espN	100.0	1.0	CP018247.1	181
GCA_001890305.1_GCA_001890305.1_ASM189030v1_genomic_hits	espV	100.0	1.0	CP018247.1	178
GCA_001890305.1_GCA_001890305.1_ASM189030v1_genomic_hits	stx2	100.0	1.0	CP018247.1	83
GCA_001890305.1_GCA_001890305.1_ASM189030v1_genomic_hits	ureD	100.0	1.0	CP018247.1	188
GCA_001890325.1_GCA_001890325.1_ASM189032v1_genomic_hits	Z2098	100.0	1.0	CP018241.1	200
GCA_001890325.1_GCA_001890325.1_ASM189032v1_genomic_hits	eae	100.0	1.0	CP018241.1	91
GCA_001890325.1_GCA_001890325.1_ASM189032v1_genomic_hits	espK	100.0	1.0	CP018241.1	176
GCA_001890325.1_GCA_001890325.1_ASM189032v1_genomic_hits	espN	100.0	1.0	CP018241.1	181
GCA_001890325.1_GCA_001890325.1_ASM189032v1_genomic_hits	espV	100.0	1.0	CP018241.1	178
GCA_001890325.1_GCA_001890325.1_ASM189032v1_genomic_hits	stx1	100.0	1.0	CP018241.1	112
GCA_001890325.1_GCA_001890325.1_ASM189032v1_genomic_hits	ureD	100.0	1.0	CP018241.1	188
GCA_001890345.1_GCA_001890345.1_ASM189034v1_genomic_hits	eae	100.0	1.0	CP018250.1	91
GCA_001890345.1_GCA_001890345.1_ASM189034v1_genomic_hits	espK	100.0	1.0	CP018250.1	176
GCA_001890345.1_GCA_001890345.1_ASM189034v1_genomic_hits	espN	100.0	1.0	CP018250.1	181
GCA_001890345.1_GCA_001890345.1_ASM189034v1_genomic_hits	espV	100.0	1.0	CP018250.1	178
GCA_001890345.1_GCA_001890345.1_ASM189034v1_genomic_hits	stx2	100.0	1.0	CP018250.1	83
GCA_001890345.1_GCA_001890345.1_ASM189034v1_genomic_hits	ureD	100.0	1.0	CP018250.1	188
GCA_001900515.1_GCA_001900515.1_ASM190051v1_genomic_hits	eae	100.0	1.0	CP010119.1	91
GCA_001900595.1_GCA_001900595.1_ASM190059v1_genomic_hits	eae	95.51	0.978	CP010134.1	89
GCA_001900595.1_GCA_001900595.1_ASM190059v1_genomic_hits	espK	100.0	1.0	CP010135.1	176
GCA_001901405.1_GCA_001901405.1_ASM190140v1_genomic_hits	eae	100.0	1.0	CP010238.1	91
GCA_001901405.1_GCA_001901405.1_ASM190140v1_genomic_hits	espK	98.86	1.0	CP010238.1	176
GCA_001901425.1_GCA_001901425.1_ASM190142v1_genomic_hits	eae	100.0	1.0	CP010240.1	91
GCA_001936315.1_GCA_001936315.1_ASM193631v1_genomic_hits	eae	100.0	1.0	CP017631.1	91
GCA_001936315.1_GCA_001936315.1_ASM193631v1_genomic_hits	espK	100.0	1.0	CP017631.1	176
GCA_002055605.1_GCA_002055605.1_ASM205560v1_genomic_hits	Z2098	100.0	1.0	CP020092.1	200
GCA_002055605.1_GCA_002055605.1_ASM205560v1_genomic_hits	eae	98.9	1.0	CP020092.1	91
GCA_002055605.1_GCA_002055605.1_ASM205560v1_genomic_hits	espV	98.84	0.972	CP020092.1	173
GCA_002055605.1_GCA_002055605.1_ASM205560v1_genomic_hits	stx1	100.0	1.0	CP020092.1	112
GCA_002057245.1_GCA_002057245.1_ASM205724v1_genomic_hits	Z2098	100.0	1.0	CP020106.1	200
GCA_002057245.1_GCA_002057245.1_ASM205724v1_genomic_hits	eae	98.9	1.0	CP020106.1	91
GCA_002057245.1_GCA_002057245.1_ASM205724v1_genomic_hits	espN	100.0	1.0	CP020106.1	181
GCA_002057245.1_GCA_002057245.1_ASM205724v1_genomic_hits	espV	98.27	0.972	CP020106.1	173
GCA_002057245.1_GCA_002057245.1_ASM205724v1_genomic_hits	stx1	100.0	1.0	CP020106.1	112
GCA_002057245.1_GCA_002057245.1_ASM205724v1_genomic_hits	ureD	99.47	1.0	CP020106.1	188
GCA_002057355.1_GCA_002057355.1_ASM205735v1_genomic_hits	eae	100.0	1.0	CP020107.1	91
GCA_002156825.1_GCA_002156825.1_ASM215682v1_genomic_hits	Z2098	100.0	1.0	CP021335.1	200
GCA_002156825.1_GCA_002156825.1_ASM215682v1_genomic_hits	eae	100.0	1.0	CP021335.1	91
GCA_002156825.1_GCA_002156825.1_ASM215682v1_genomic_hits	espK	100.0	1.0	CP021335.1	176
GCA_002156825.1_GCA_002156825.1_ASM215682v1_genomic_hits	espN	100.0	1.0	CP021335.1	181
GCA_002156825.1_GCA_002156825.1_ASM215682v1_genomic_hits	espV	98.84	0.972	CP021335.1	173
GCA_002156825.1_GCA_002156825.1_ASM215682v1_genomic_hits	stx1	100.0	1.0	CP021335.1	112
GCA_002156825.1_GCA_002156825.1_ASM215682v1_genomic_hits	stx2	100.0	1.0	CP021335.1	83
GCA_002156825.1_GCA_002156825.1_ASM215682v1_genomic_hits	ureD	100.0	1.0	CP021335.1	188
GCA_002156845.1_GCA_002156845.1_ASM215684v1_genomic_hits	Z2098	100.0	1.0	CP021339.1	200
GCA_002156845.1_GCA_002156845.1_ASM215684v1_genomic_hits	eae	100.0	1.0	CP021339.1	91
GCA_002156845.1_GCA_002156845.1_ASM215684v1_genomic_hits	espK	100.0	1.0	CP021339.1	176
GCA_002156845.1_GCA_002156845.1_ASM215684v1_genomic_hits	espN	100.0	1.0	CP021339.1	181
GCA_002156845.1_GCA_002156845.1_ASM215684v1_genomic_hits	espV	98.84	0.972	CP021339.1	173
GCA_002156845.1_GCA_002156845.1_ASM215684v1_genomic_hits	stx1	100.0	1.0	CP021339.1	112
GCA_002156845.1_GCA_002156845.1_ASM215684v1_genomic_hits	stx2	100.0	1.0	CP021339.1	83
GCA_002156845.1_GCA_002156845.1_ASM215684v1_genomic_hits	ureD	100.0	1.0	CP021339.1	188
GCA_002208865.2_GCA_002208865.2_ASM220886v2_genomic_hits	Z2098	100.0	1.0	CP022050.2	200
GCA_002208865.2_GCA_002208865.2_ASM220886v2_genomic_hits	eae	100.0	1.0	CP022050.2	91
GCA_002208865.2_GCA_002208865.2_ASM220886v2_genomic_hits	espK	100.0	1.0	CP022050.2	176
GCA_002208865.2_GCA_002208865.2_ASM220886v2_genomic_hits	espN	100.0	1.0	CP022050.2	181
GCA_002208865.2_GCA_002208865.2_ASM220886v2_genomic_hits	espV	100.0	1.0	CP022050.2	178
GCA_002208865.2_GCA_002208865.2_ASM220886v2_genomic_hits	stx1	100.0	1.0	CP022050.2	112
GCA_002208865.2_GCA_002208865.2_ASM220886v2_genomic_hits	stx2	100.0	1.0	CP022050.2	83
GCA_002208865.2_GCA_002208865.2_ASM220886v2_genomic_hits	ureD	100.0	1.0	CP022050.2	188
GCA_002209105.2_GCA_002209105.2_ASM220910v2_genomic_hits	aggR	100.0	1.0	CP022087.2	107
GCA_002209105.2_GCA_002209105.2_ASM220910v2_genomic_hits	stx2	100.0	1.0	CP022086.2	83
GCA_002214745.2_GCA_002214745.2_ASM221474v2_genomic_hits	aggR	100.0	1.0	CP023552.1	107
GCA_002214745.2_GCA_002214745.2_ASM221474v2_genomic_hits	stx2	100.0	1.0	CP016828.1	83
GCA_002215155.1_GCA_002215155.1_ASM221515v1_genomic_hits	Z2098	100.0	1.0	CP014752.1	200
GCA_002215155.1_GCA_002215155.1_ASM221515v1_genomic_hits	eae	100.0	1.0	CP014752.1	91
GCA_002215155.1_GCA_002215155.1_ASM221515v1_genomic_hits	espN	100.0	1.0	CP014752.1	181
GCA_002215155.1_GCA_002215155.1_ASM221515v1_genomic_hits	espV	98.31	1.0	CP014752.1	178
GCA_002215155.1_GCA_002215155.1_ASM221515v1_genomic_hits	stx1	100.0	1.0	CP014752.1	112
GCA_002215155.1_GCA_002215155.1_ASM221515v1_genomic_hits	ureD	100.0	1.0	CP014752.1	188
GCA_002220265.1_GCA_002220265.1_ASM222026v1_genomic_hits	Z2098	100.0	1.0	CP016755.1	200
GCA_002220265.1_GCA_002220265.1_ASM222026v1_genomic_hits	eae	100.0	1.0	CP016755.1	91
GCA_002220265.1_GCA_002220265.1_ASM222026v1_genomic_hits	espK	100.0	1.0	CP016755.1	176
GCA_002220265.1_GCA_002220265.1_ASM222026v1_genomic_hits	espN	100.0	1.0	CP016755.1	181
GCA_002220265.1_GCA_002220265.1_ASM222026v1_genomic_hits	espV	100.0	1.0	CP016755.1	178
GCA_002220265.1_GCA_002220265.1_ASM222026v1_genomic_hits	stx1	100.0	1.0	CP016755.1	112
GCA_002220265.1_GCA_002220265.1_ASM222026v1_genomic_hits	stx2	100.0	1.0	CP016755.1	83
GCA_002220265.1_GCA_002220265.1_ASM222026v1_genomic_hits	ureD	100.0	1.0	CP016755.1	188
GCA_002249955.1_GCA_002249955.1_ASM224995v1_genomic_hits	Z2098	100.0	1.0	CP022689.1	200
GCA_002249955.1_GCA_002249955.1_ASM224995v1_genomic_hits	eae	100.0	1.0	CP022689.1	91
GCA_002249955.1_GCA_002249955.1_ASM224995v1_genomic_hits	espK	100.0	1.0	CP022689.1	176
GCA_002249955.1_GCA_002249955.1_ASM224995v1_genomic_hits	espN	100.0	1.0	CP022689.1	181
GCA_002249955.1_GCA_002249955.1_ASM224995v1_genomic_hits	espV	100.0	1.0	CP022689.1	178
GCA_002249955.1_GCA_002249955.1_ASM224995v1_genomic_hits	stx2	100.0	1.0	CP022689.1	83
GCA_002249955.1_GCA_002249955.1_ASM224995v1_genomic_hits	ureD	100.0	1.0	CP022689.1	188
GCA_002393365.1_GCA_002393365.1_ASM239336v1_genomic_hits	aggR	100.0	1.0	CP023533.1	107
GCA_002393365.1_GCA_002393365.1_ASM239336v1_genomic_hits	stx2	100.0	1.0	CP023535.1	83
GCA_002393465.1_GCA_002393465.1_ASM239346v1_genomic_hits	aggR	100.0	1.0	CP023530.1	107
GCA_002393465.1_GCA_002393465.1_ASM239346v1_genomic_hits	stx2	100.0	1.0	CP023531.1	83
GCA_002716885.1_GCA_002716885.1_ASM271688v1_genomic_hits	stx2	100.0	1.0	CP015244.1	83
GCA_002741275.1_GCA_002741275.1_ASM274127v1_genomic_hits	aggR	83.17	0.944	CP024249.1	101
GCA_002741595.1_GCA_002741595.1_ASM274159v1_genomic_hits	stx1	100.0	1.0	CP024289.1	112
GCA_002741595.1_GCA_002741595.1_ASM274159v1_genomic_hits	stx2	100.0	1.0	CP024289.1	83
GCA_002844165.1_GCA_002844165.1_ASM284416v1_genomic_hits	Z2098	99.5	1.0	CP022407.1	200
GCA_002844165.1_GCA_002844165.1_ASM284416v1_genomic_hits	eae	100.0	1.0	CP022407.1	91
GCA_002844165.1_GCA_002844165.1_ASM284416v1_genomic_hits	espK	99.43	1.0	CP022407.1	176
GCA_002844165.1_GCA_002844165.1_ASM284416v1_genomic_hits	espN	99.45	1.0	CP022407.1	181
GCA_002844165.1_GCA_002844165.1_ASM284416v1_genomic_hits	espV	98.31	1.0	CP022407.1	178
GCA_002844165.1_GCA_002844165.1_ASM284416v1_genomic_hits	stx2	100.0	1.0	CP022407.1	83
GCA_002844165.1_GCA_002844165.1_ASM284416v1_genomic_hits	ureD	99.47	1.0	CP022407.1	188
GCA_002853655.1_GCA_002853655.1_ASM285365v1_genomic_hits	eae	97.8	1.0	CP024134.1	91
GCA_002853655.1_GCA_002853655.1_ASM285365v1_genomic_hits	espK	100.0	1.0	CP024134.1	176
GCA_002853965.1_GCA_002853965.1_ASM285396v1_genomic_hits	eae	97.8	1.0	CP024155.1	91
GCA_002853965.1_GCA_002853965.1_ASM285396v1_genomic_hits	espK	100.0	1.0	CP024155.1	176
GCA_002855325.1_GCA_002855325.1_ASM285532v1_genomic_hits	eae	100.0	1.0	CP024127.1	91
GCA_002855325.1_GCA_002855325.1_ASM285532v1_genomic_hits	ureD	100.0	1.0	CP024127.1	188
GCA_002855415.1_GCA_002855415.1_ASM285541v1_genomic_hits	eae	95.51	0.978	CP024131.1	89
GCA_002855415.1_GCA_002855415.1_ASM285541v1_genomic_hits	espV	98.84	0.972	CP024131.1	173
GCA_002863665.1_GCA_002863665.1_ASM286366v1_genomic_hits	Z2098	100.0	1.0	CP024056.1	200
GCA_002863665.1_GCA_002863665.1_ASM286366v1_genomic_hits	eae	100.0	1.0	CP024056.1	91
GCA_002863665.1_GCA_002863665.1_ASM286366v1_genomic_hits	espK	100.0	1.0	CP024056.1	176
GCA_002863665.1_GCA_002863665.1_ASM286366v1_genomic_hits	espN	100.0	1.0	CP024056.1	181
GCA_002863665.1_GCA_002863665.1_ASM286366v1_genomic_hits	espV	100.0	1.0	CP024056.1	178
GCA_002863665.1_GCA_002863665.1_ASM286366v1_genomic_hits	stx2	100.0	1.0	CP024056.1	83
GCA_002863665.1_GCA_002863665.1_ASM286366v1_genomic_hits	ureD	100.0	1.0	CP024056.1	188
GCA_002863685.1_GCA_002863685.1_ASM286368v1_genomic_hits	Z2098	100.0	1.0	CP024618.1	200
GCA_002863685.1_GCA_002863685.1_ASM286368v1_genomic_hits	eae	100.0	1.0	CP024618.1	91
GCA_002863685.1_GCA_002863685.1_ASM286368v1_genomic_hits	espK	100.0	1.0	CP024618.1	176
GCA_002863685.1_GCA_002863685.1_ASM286368v1_genomic_hits	espN	100.0	1.0	CP024618.1	181
GCA_002863685.1_GCA_002863685.1_ASM286368v1_genomic_hits	espV	100.0	1.0	CP024618.1	178
GCA_002863685.1_GCA_002863685.1_ASM286368v1_genomic_hits	stx2	100.0	1.0	CP024618.1	83
GCA_002863685.1_GCA_002863685.1_ASM286368v1_genomic_hits	ureD	100.0	1.0	CP024618.1	188
GCA_002863845.1_GCA_002863845.1_ASM286384v1_genomic_hits	stx2	100.0	1.0	CP022279.1	83
GCA_002863885.1_GCA_002863885.1_ASM286388v1_genomic_hits	Z2098	100.0	1.0	CP023673.1	200
GCA_002863885.1_GCA_002863885.1_ASM286388v1_genomic_hits	eae	100.0	1.0	CP023673.1	91
